Hicks-Henne_Deformed_Airfoil
1.000000  -0.000000
0.999748  0.000000
0.998993  0.000000
0.997736  0.000000
0.995977  0.000002
0.993719  0.000008
0.990964  0.000022
0.987715  0.000054
0.983974  0.000115
0.979746  0.000219
0.975036  0.000384
0.969846  0.000623
0.964184  0.000949
0.958054  0.001364
0.951463  0.001863
0.944418  0.002425
0.936925  0.003021
0.928992  0.003611
0.920627  0.004150
0.911838  0.004591
0.902635  0.004891
0.893027  0.005013
0.883022  0.004927
0.872632  0.004611
0.861867  0.004050
0.850737  0.003238
0.839255  0.002175
0.827430  0.000870
0.815276  -0.000661
0.802805  -0.002391
0.790028  -0.004284
0.776960  -0.006296
0.763613  -0.008372
0.750000  -0.010456
0.736136  -0.012485
0.722033  -0.014399
0.707708  -0.016141
0.693173  -0.017660
0.678443  -0.018915
0.663534  -0.019873
0.648460  -0.020513
0.633237  -0.020824
0.617879  -0.020807
0.602403  -0.020469
0.586824  -0.019827
0.571157  -0.018903
0.555419  -0.017724
0.539625  -0.016322
0.523791  -0.014727
0.507933  -0.012973
0.492067  -0.011093
0.476209  -0.009120
0.460375  -0.007086
0.444581  -0.005021
0.428843  -0.002953
0.413176  -0.000909
0.397597  0.001087
0.382121  0.003012
0.366763  0.004846
0.351540  0.006570
0.336466  0.008168
0.321557  0.009626
0.306827  0.010933
0.292292  0.012079
0.277967  0.013057
0.263864  0.013864
0.250000  0.014495
0.236387  0.014952
0.223040  0.015236
0.209972  0.015351
0.197195  0.015304
0.184724  0.015101
0.172570  0.014754
0.160745  0.014274
0.149263  0.013673
0.138133  0.012964
0.127368  0.012164
0.116978  0.011289
0.106973  0.010354
0.097365  0.009376
0.088162  0.008374
0.079373  0.007365
0.071008  0.006364
0.063075  0.005389
0.055582  0.004456
0.048537  0.003578
0.041946  0.002769
0.035816  0.002041
0.030154  0.001402
0.024964  0.000861
0.020254  0.000420
0.016026  0.000083
0.012285  -0.000154
0.009036  -0.000294
0.006281  -0.000349
0.004023  -0.000330
0.002264  -0.000258
0.001007  -0.000155
0.000252  -0.000054
0.000000  0.000000
0.000252  0.001273
0.001007  0.004037
0.002264  0.006757
0.004023  0.009750
0.006281  0.012707
0.009036  0.016053
0.012285  0.019544
0.016026  0.023179
0.020254  0.027182
0.024964  0.030818
0.030154  0.034762
0.035816  0.038194
0.041946  0.041711
0.048537  0.045063
0.055582  0.048289
0.063075  0.051442
0.071008  0.054514
0.079373  0.057794
0.088162  0.060837
0.097365  0.064036
0.106973  0.067098
0.116978  0.070204
0.127368  0.073177
0.138133  0.076167
0.149263  0.078971
0.160745  0.081791
0.172570  0.084346
0.184724  0.086808
0.197195  0.089061
0.209972  0.091014
0.223040  0.092781
0.236387  0.094237
0.250000  0.095416
0.263864  0.096367
0.277967  0.097048
0.292292  0.097467
0.306827  0.097672
0.321557  0.097657
0.336466  0.097375
0.351540  0.096827
0.366763  0.096019
0.382121  0.094944
0.397597  0.093567
0.413176  0.091894
0.428843  0.089967
0.444581  0.087805
0.460375  0.085430
0.476209  0.082831
0.492067  0.080075
0.507933  0.077195
0.523791  0.074217
0.539625  0.071163
0.555419  0.068028
0.571157  0.064872
0.586824  0.061719
0.602403  0.058593
0.617879  0.055498
0.633237  0.052460
0.648460  0.049522
0.663534  0.046703
0.678443  0.044012
0.693173  0.041454
0.707708  0.039065
0.722033  0.036855
0.736136  0.034807
0.750000  0.032934
0.763613  0.031248
0.776960  0.029728
0.790028  0.028361
0.802805  0.027157
0.815276  0.026074
0.827430  0.025100
0.839255  0.024223
0.850737  0.023378
0.861867  0.022576
0.872632  0.021752
0.883022  0.020905
0.893027  0.019989
0.902635  0.019008
0.911838  0.017928
0.920627  0.016780
0.928992  0.015530
0.936925  0.014236
0.944418  0.012892
0.951463  0.011531
0.958054  0.010193
0.964184  0.008884
0.969846  0.007633
0.975036  0.006455
0.979746  0.005370
0.983974  0.004383
0.987715  0.003505
0.990964  0.002739
0.993719  0.002087
0.995977  0.001552
0.997736  0.001136
0.998993  0.000838
0.999748  0.000659
1.000000  -0.000599
